n,k,gauss_pivot_total_sec,lu_decomposition_sec,lu_solve_all_rhs_sec,lu_total_sec,relative_residual_gauss,relative_residual_lu
500,1,0.10040779993869364,0.10301680001430213,0.002771100029349327,0.10578790004365146,8.900800019481988e-16,6.359442097601745e-16
500,10,1.1067685999441892,0.10660100006498396,0.003326099831610918,0.10992709989659488,9.56058666002719e-16,6.397267430608784e-16
500,100,11.108944699866697,0.10627519991248846,0.004892899887636304,0.11116809980012476,9.148485111732164e-16,6.33246190965015e-16
